group,traj,frame,particle,label
1,3,100,13,1
2,2,100,491,1
1,8,100,102,1
1,5,100,4,1
2,8,100,115,1
2,7,100,748,1
1,4,100,494,1
1,7,100,319,1
2,3,100,91,1
2,3,100,531,1
1,3,100,823,1
1,9,100,821,1
2,4,100,693,1
2,5,100,479,1
1,3,100,831,1
2,8,100,584,1
1,3,100,761,1
1,9,100,724,1
1,6,100,391,1
1,4,100,260,1
2,9,100,570,1
2,9,100,638,1
2,4,100,441,1
1,7,100,683,1
2,3,100,655,1
1,5,100,26,1
1,8,100,357,1
1,7,100,857,1
2,5,100,725,1
2,1,100,577,1
2,7,100,6,1
2,8,100,180,1
2,5,100,389,1
1,8,100,674,1
1,5,100,147,1
2,5,100,371,1
1,4,100,341,1
2,6,100,662,1
2,8,100,352,1
1,7,100,500,1
2,2,100,723,1
1,7,100,781,1
2,9,100,633,1
2,5,100,404,1
2,6,100,417,1
2,6,100,271,1
1,8,100,48,1
1,2,100,465,1
2,8,100,322,1
1,9,100,428,1
2,7,100,628,1
1,5,100,428,1
1,4,100,577,1
1,9,100,242,1
2,7,100,112,1
2,5,100,244,1
1,7,100,692,1
1,5,100,469,1
1,9,100,462,1
2,9,100,374,1
2,0,100,89,1
2,9,100,704,1
2,7,100,815,1
2,5,100,175,1
1,4,100,353,1
1,9,100,677,1
2,9,100,630,1
2,5,100,447,1
2,5,100,329,1
1,7,100,63,1
1,1,100,36,1
1,7,100,234,1
2,8,100,385,1
2,4,100,378,1
2,6,100,425,1
2,9,100,383,1
2,5,100,816,1
1,4,100,483,1
1,5,100,234,1
1,9,100,803,1
2,9,100,434,1
2,9,100,595,1
1,9,100,509,1
1,9,100,818,1
2,9,100,691,1
2,4,100,34,1
2,4,100,341,1
1,4,100,425,1
1,9,100,705,1
2,9,100,824,1
1,5,100,754,1
2,3,100,97,1
1,6,100,424,1
1,9,100,131,1
1,9,100,775,1
1,6,100,181,1
2,1,100,654,1
1,3,100,73,1
2,7,100,515,1
2,3,100,814,1
2,9,100,254,1
1,8,100,284,1
2,7,100,497,1
1,5,100,141,1
1,8,100,622,1
2,7,100,368,1
2,7,100,516,1
1,5,100,719,1
2,6,100,235,1
1,3,100,98,1
2,3,100,572,1
2,5,100,274,1
2,4,100,467,1
2,8,100,73,1
1,9,100,72,1
2,8,100,232,1
1,4,100,447,1
2,4,100,425,1
2,4,100,397,1
1,5,100,362,1
2,4,100,355,1
2,5,100,452,1
2,7,100,764,1
2,9,100,413,1
2,5,100,669,1
2,5,100,432,1
2,7,100,691,1
1,9,100,527,1
2,8,100,459,1
1,5,100,728,1
2,8,100,494,1
1,7,100,615,1
2,8,100,248,1
1,5,100,782,1
1,2,100,611,1
1,5,100,86,1
1,7,100,331,1
1,4,100,52,1
1,6,100,164,1
2,4,100,122,1
2,4,100,593,1
2,5,100,128,1
1,7,100,380,1
1,4,100,701,1
2,2,100,823,1
1,9,100,95,1
1,8,100,834,1
1,7,100,837,1
2,0,100,724,1
2,6,100,734,1
1,8,100,341,1
2,6,100,444,1
1,4,100,381,1
1,7,100,757,1
2,9,100,198,1
2,5,100,21,1
2,5,100,223,1
1,1,100,301,1
2,3,100,51,1
1,4,100,738,1
1,9,100,597,1
2,6,100,599,1
1,3,100,415,1
1,8,100,177,1
2,7,100,362,1
1,1,100,712,1
2,3,100,411,1
2,0,100,839,1
2,6,100,749,1
2,6,100,421,1
2,9,100,431,1
2,7,100,559,1
2,9,100,355,1
1,9,100,256,1
1,5,100,347,1
2,9,100,385,1
1,1,100,648,1
2,2,100,750,1
1,7,100,716,1
1,3,100,409,1
1,5,100,708,1
2,2,100,546,1
2,6,100,651,1
1,3,100,50,1
1,4,100,426,1
1,8,100,659,1
2,8,100,334,1
2,2,100,299,1
2,4,100,21,1
2,3,100,654,1
2,4,100,232,1
2,7,100,466,1
2,3,100,405,1
2,2,100,665,1
1,2,100,206,1
2,5,100,3,1
1,8,100,321,1
1,3,100,265,1
1,7,100,384,1
1,6,100,644,1
1,0,100,45,1
2,6,100,731,1
1,6,100,702,1
2,5,100,100,1
2,0,100,784,1
2,0,100,6,1
1,8,100,240,1
2,8,100,482,1
1,9,100,464,1
2,4,100,780,1
2,1,100,506,1
2,9,100,108,1
1,6,100,849,1
1,7,100,559,1
2,8,100,537,1
2,9,100,173,1
2,8,100,798,1
2,8,100,714,1
1,9,100,192,1
1,8,100,462,1
1,6,100,663,1
2,7,100,704,1
1,6,100,754,1
1,9,100,46,1
2,7,100,544,1
2,2,100,358,1
2,9,100,91,1
1,8,100,427,1
2,4,100,807,1
2,5,100,744,1
2,1,100,608,1
2,4,100,507,1
1,8,100,638,1
2,4,100,746,1
2,8,100,747,1
1,3,100,420,1
1,7,100,43,1
1,8,100,807,1
2,8,100,363,1
1,5,100,187,1
2,8,100,299,1
1,3,100,854,1
2,5,100,540,1
2,4,100,844,1
1,5,100,381,1
1,8,100,730,1
2,4,100,118,1
1,8,100,396,1
1,4,100,590,1
2,8,100,380,1
1,4,100,83,1
2,4,100,17,1
1,9,100,333,1
2,6,100,850,1
2,7,100,693,1
2,9,100,791,1
1,2,100,202,1
2,9,100,485,1
2,4,100,586,1
1,4,100,229,1
2,7,100,573,1
2,6,100,462,1
1,8,100,146,1
1,2,100,197,1
1,8,100,839,1
2,6,100,524,1
2,3,100,703,1
2,0,100,381,1
2,7,100,653,1
1,9,100,390,1
1,5,100,385,1
2,0,100,29,1
2,6,100,616,1
1,9,100,75,1
2,9,100,149,1
2,7,100,49,1
2,5,100,336,1
2,2,100,531,1
2,4,100,839,1
2,2,100,81,1
2,7,100,344,1
1,6,100,793,1
1,6,100,236,1
1,7,100,416,1
2,7,100,701,1
2,9,100,461,1
1,2,100,63,1
2,0,100,281,1
2,6,100,431,1
2,5,100,58,1
2,2,100,600,1
2,8,100,175,1
1,9,100,501,1
2,6,100,570,1
2,9,100,375,1
1,8,100,653,1
1,5,100,540,1
2,6,100,283,1
2,6,100,389,1
1,8,100,685,1
2,6,100,491,1
2,4,100,2,1
1,4,100,73,1
2,8,100,621,1
1,9,100,719,1
2,6,100,79,1
1,4,100,399,1
2,7,100,694,1
1,8,100,214,1
1,6,100,162,1
1,8,100,289,1
2,5,100,846,1
2,8,100,850,1
1,8,100,693,1
2,9,100,804,1
2,3,100,619,1
2,8,100,648,1
2,1,100,14,1
1,9,100,304,1
2,5,100,537,1
1,1,100,603,1
1,8,100,185,1
2,8,100,422,1
2,7,100,611,1
1,4,100,171,1
2,9,100,700,1
1,5,100,324,1
1,3,100,784,1
1,9,100,247,1
2,9,100,75,1
1,7,100,197,1
2,3,100,493,1
1,2,100,496,1
2,9,100,631,1
2,6,100,673,1
1,5,100,554,1
2,7,100,273,1
2,6,100,727,1
2,5,100,32,1
2,9,100,750,1
1,5,100,44,1
2,2,100,541,1
1,6,100,656,1
2,7,100,215,1
2,7,100,68,1
2,8,100,471,1
1,6,100,432,1
2,4,100,296,1
2,4,100,63,1
2,6,100,24,1
1,3,100,240,1
2,1,100,443,1
1,8,100,65,1
1,1,100,477,1
2,8,100,6,1
2,2,100,296,1
2,8,100,766,1
2,5,100,319,1
2,6,100,687,1
2,8,100,340,1
2,7,100,281,1
2,3,100,598,1
1,4,100,115,1
1,3,100,159,1
2,7,100,840,1
1,6,100,732,1
1,8,100,523,1
2,5,100,227,1
1,5,100,339,1
2,9,100,218,1
2,8,100,580,1
2,7,100,306,1
1,9,100,481,1
1,1,100,419,1
1,3,100,810,1
1,7,100,239,1
2,8,100,295,1
2,8,100,127,1
2,9,100,526,1
2,5,100,186,1
1,9,100,179,1
1,9,100,654,1
2,5,100,668,1
1,8,100,487,1
1,8,100,549,1
2,5,100,163,1
1,8,100,554,1
2,4,100,704,1
2,6,100,659,1
2,6,100,467,1
2,5,100,351,1
1,9,100,633,1
1,8,100,735,1
1,4,100,142,1
2,5,100,620,1
1,5,100,693,1
1,8,100,162,1
1,8,100,482,1
2,8,100,285,1
2,0,100,260,1
1,5,100,695,1
1,3,100,39,1
2,2,100,24,1
1,7,100,585,1
1,8,100,304,1
2,4,100,380,1
1,6,100,92,1
2,8,100,231,1
1,7,100,608,1
1,8,100,303,1
2,8,100,39,1
2,5,100,574,1
2,6,100,249,1
1,5,100,510,1
1,7,100,798,1
1,9,100,335,1
2,3,100,77,1
2,4,100,471,1
2,8,100,313,1
2,5,100,789,1
1,6,100,71,1
1,8,100,364,1
2,4,100,552,1
1,7,100,22,1
1,8,100,805,1
2,7,100,35,1
1,4,100,669,1
2,9,100,669,1
2,0,100,301,1
2,9,100,182,1
2,3,100,550,1
2,4,100,723,1
2,2,100,112,1
2,0,100,69,1
2,6,100,380,1
1,7,100,336,1
1,2,100,838,1
1,0,100,371,1
2,0,100,551,1
2,9,100,772,1
2,7,100,301,1
2,2,100,564,1
1,4,100,168,1
2,9,100,295,1
2,7,100,690,1
2,9,100,784,1
1,4,100,504,1
2,0,100,548,1
2,3,100,82,1
2,6,100,829,1
1,4,100,837,1
2,0,100,813,1
2,3,100,286,1
2,8,100,516,1
1,4,100,363,1
1,7,100,668,1
1,7,100,510,1
1,2,100,657,1
2,5,100,761,1
1,6,100,122,1
1,3,100,403,1
2,4,100,24,1
1,7,100,202,1
2,9,100,582,1
2,4,100,558,1
1,3,100,809,1
2,9,100,823,1
1,5,100,301,1
2,2,100,127,1
1,6,100,441,1
2,7,100,317,1
1,3,100,683,1
1,6,100,338,1
2,8,100,604,1
1,6,100,91,1
1,7,100,191,1
2,5,100,776,1
2,5,100,43,1
1,5,100,361,1
1,6,100,389,1
2,8,100,654,1
1,9,100,470,1
2,8,100,500,1
2,7,100,754,1
1,1,100,431,1
2,6,100,35,1
1,7,100,231,1
1,3,100,321,1
1,5,100,702,1
1,6,100,407,1
2,9,100,243,1
1,5,100,617,1
2,5,100,229,1
2,9,100,234,1
2,4,100,27,1
2,6,100,764,1
1,9,100,327,1
2,3,100,555,1
1,8,100,466,1
2,6,100,816,1
2,9,100,186,1
1,5,100,550,1
2,9,100,459,1
2,7,100,92,1
2,5,100,50,1
2,6,100,19,1
2,8,100,138,1
1,5,100,729,1
1,8,100,673,1
1,8,100,591,1
2,4,100,35,1
2,9,100,250,1
2,9,100,853,1
2,3,100,341,1
1,9,100,652,1
2,5,100,427,1
2,9,100,694,1
1,9,100,635,1
1,5,100,282,1
2,1,100,770,1
2,2,100,217,1
1,7,100,787,1
2,8,100,533,1
2,5,100,158,1
1,8,100,278,1
1,4,100,308,1
2,2,100,679,1
1,9,100,197,1
2,8,100,26,1
2,9,100,618,1
1,8,100,72,1
1,0,100,174,1
2,2,100,793,1
1,4,100,100,1
2,9,100,637,1
1,3,100,726,1
1,9,100,520,1
2,8,100,24,1
2,1,100,489,1
1,9,100,53,1
1,9,100,234,1
1,8,100,567,1
1,4,100,46,1
1,7,100,187,1
2,9,100,132,1
2,9,100,304,1
1,6,100,310,1
2,4,100,412,1
1,9,100,213,1
2,8,100,479,1
1,7,100,543,1
1,4,100,365,1
1,6,100,836,1
2,4,100,30,1
1,1,100,269,1
2,5,100,77,1
1,8,100,395,1
1,7,100,650,1
2,6,100,355,1
1,7,100,831,1
2,8,100,247,1
1,8,100,541,1
2,6,100,169,1
2,8,100,260,1
2,7,100,240,1
1,8,100,283,1
1,5,100,374,1
2,7,100,852,1
1,5,100,363,1
2,7,100,33,1
2,6,100,620,1
2,8,100,700,1
1,6,100,291,1
2,7,100,51,1
2,4,100,462,1
1,9,100,506,1
2,5,100,185,1
1,3,100,633,1
2,7,100,238,1
1,1,100,544,1
1,8,100,512,1
1,3,100,662,1
1,8,100,118,1
1,8,100,120,1
2,8,100,454,1
2,7,100,532,1
2,9,100,550,1
1,5,100,40,1
2,2,100,770,1
2,5,100,152,1
2,6,100,504,1
1,8,100,790,1
1,7,100,802,1
2,4,100,687,1
2,5,100,619,1
2,0,100,747,1
1,5,100,85,1
2,3,100,283,1
2,7,100,220,1
2,5,100,248,1
1,5,100,199,1
1,7,100,36,1
2,8,100,706,1
1,2,100,609,1
1,1,100,562,1
2,2,100,858,1
1,9,100,524,1
2,6,100,807,1
1,5,100,145,1
2,4,100,10,1
1,4,100,796,1
2,7,100,678,1
2,1,100,513,1
2,7,100,283,1
1,7,100,349,1
1,4,100,498,1
2,8,100,588,1
1,4,100,390,1
2,7,100,109,1
2,4,100,753,1
1,5,100,375,1
1,4,100,134,1
1,8,100,789,1
2,9,100,594,1
2,9,100,258,1
1,3,100,548,1
2,5,100,238,1
1,9,100,850,1
2,6,100,171,1
1,5,100,767,1
2,4,100,523,1
2,9,100,300,1
2,7,100,569,1
2,4,100,286,1
2,5,100,29,1
1,8,100,533,1
2,7,100,422,1
2,8,100,76,1
1,2,100,690,1
1,9,100,583,1
2,9,100,280,1
1,1,100,109,1
1,2,100,450,1
1,7,100,350,1
2,6,100,338,1
1,9,100,274,1
1,6,100,687,1
2,7,100,152,1
2,1,100,189,1
2,3,100,746,1
1,8,100,208,1
1,3,100,713,1
1,9,100,600,1
2,3,100,207,1
1,3,100,708,1
1,7,100,511,1
1,7,100,284,1
1,9,100,212,1
2,9,100,481,1
2,1,100,631,1
2,2,100,147,1
1,3,100,278,1
2,6,100,115,1
2,7,100,86,1
1,8,100,429,1
1,3,100,479,1
2,6,100,451,1
1,5,100,10,1
2,5,100,366,1
2,7,100,646,1
1,4,100,196,1
2,6,100,706,1
1,9,100,758,1
2,1,100,72,1
2,1,100,757,1
1,5,100,657,1
2,7,100,357,1
1,5,100,56,1
2,9,100,492,1
1,9,100,411,1
2,8,100,626,1
1,6,100,213,1
2,5,100,203,1
2,3,100,494,1
1,5,100,563,1
1,7,100,484,1
2,4,100,798,1
1,5,100,482,1
2,3,100,49,1
2,9,100,185,1
1,9,100,809,1
2,9,100,474,1
2,1,100,833,1
1,9,100,716,1
1,3,100,587,1
1,7,100,325,1
1,7,100,39,1
2,6,100,322,1
2,6,100,838,1
2,4,100,82,1
2,9,100,140,1
2,5,100,258,1
2,2,100,319,1
1,3,100,269,1
1,9,100,467,1
1,6,100,183,1
2,2,100,383,1
1,7,100,536,1
2,8,100,414,1
1,6,100,277,1
1,5,100,571,1
2,8,100,788,1
2,8,100,102,1
1,2,100,498,1
2,7,100,417,1
1,8,100,670,1
2,6,100,655,1
2,5,100,61,1
2,6,100,139,1
1,8,100,612,1
1,1,100,170,1
2,5,100,83,1
2,7,100,172,1
1,4,100,581,1
2,6,100,317,1
1,5,100,457,1
2,8,100,356,1
2,7,100,63,1
2,6,100,58,1
2,8,100,576,1
1,7,100,430,1
2,8,100,748,1
1,4,100,815,1
2,6,100,795,1
1,9,100,310,1
1,7,100,241,1
2,3,100,515,1
1,8,100,413,1
2,2,100,512,1
2,5,100,823,1
2,8,100,235,1
2,8,100,19,1
2,7,100,587,1
1,6,100,622,1
2,8,100,116,1
2,9,100,344,1
1,1,100,633,1
2,8,100,474,1
2,6,100,716,1
1,5,100,42,1
1,4,100,464,1
1,4,100,759,1
2,9,100,32,1
1,5,100,338,1
1,7,100,765,1
1,4,100,713,1
2,9,100,169,1
1,3,100,658,1
2,2,100,832,1
2,6,100,229,1
2,4,100,804,1
2,3,100,702,1
2,7,100,755,1
2,7,100,638,1
2,7,100,642,1
1,1,100,599,1
2,4,100,343,1
1,7,100,219,1
1,7,100,629,1
1,8,100,855,1
2,4,100,786,1
1,7,100,505,1
1,9,100,336,1
1,8,100,21,1
2,6,100,745,1
2,5,100,224,1
1,5,100,340,1
1,7,100,475,1
1,4,100,861,1
2,8,100,46,1
1,9,100,451,1
2,8,100,457,1
1,8,100,156,1
1,3,100,414,1
2,9,100,416,1
2,7,100,331,1
2,1,100,440,1
2,1,100,790,1
2,2,100,301,1
2,6,100,769,1
1,9,100,751,1
1,9,100,206,1
2,9,100,589,1
2,7,100,121,1
2,6,100,488,1
2,7,100,264,1
1,8,100,218,1
2,4,100,28,1
2,9,100,26,1
2,6,100,538,1
1,6,100,791,1
2,6,100,83,1
2,9,100,361,1
2,3,100,649,1
1,7,100,779,1
1,3,100,108,1
1,8,100,31,1
2,6,100,232,1
2,7,100,197,1
1,7,100,91,1
1,4,100,417,1
1,6,100,703,1
1,6,100,252,1
2,6,100,81,1
2,6,100,626,1
1,3,100,214,1
1,6,100,186,1
2,7,100,492,1
1,3,100,515,1
1,3,100,537,1
1,5,100,794,1
1,1,100,631,1
2,7,100,16,1
2,3,100,599,1
1,8,100,764,1
1,9,100,437,1
1,0,100,76,1
2,4,100,841,1
2,3,100,471,1
1,1,100,445,1
2,7,100,622,1
1,6,100,257,1
1,2,100,521,1
1,6,100,592,1
2,5,100,723,1
2,8,100,551,1
1,9,100,743,1
2,5,100,271,1
1,6,100,638,1
1,5,100,154,1
1,9,100,103,1
2,6,100,818,1
1,4,100,358,1
1,7,100,374,1
2,8,100,742,1
2,7,100,198,1
2,5,100,198,1
2,1,100,713,1
2,8,100,449,1
1,8,100,731,1
2,8,100,78,1
1,8,100,385,1
2,8,100,753,1
1,4,100,124,1
1,4,100,377,1
2,3,100,14,1
1,6,100,680,1
1,9,100,468,1
1,5,100,796,1
1,9,100,608,1
1,6,100,229,1
2,7,100,784,1
2,7,100,791,1
1,6,100,202,1
1,6,100,373,1
2,6,100,398,1
2,5,100,359,1
1,9,100,534,1
1,9,100,174,1
1,7,100,49,1
2,9,100,501,1
2,4,100,669,1
1,7,100,713,1
1,7,100,577,1
2,5,100,477,1
2,9,100,798,1
2,8,100,614,1
1,6,100,779,1
2,0,100,303,1
2,7,100,32,1
2,5,100,565,1
2,4,100,821,1
1,3,100,95,1
2,8,100,587,1
2,8,100,144,1
1,5,100,184,1
2,9,100,236,1
2,6,100,526,1
1,9,100,819,1
1,4,100,675,1
1,5,100,548,1
1,8,100,586,1
2,7,100,289,1
2,4,100,215,1
2,5,100,302,1
2,7,100,395,1
1,7,100,769,1
2,2,100,632,1
2,3,100,552,1
1,3,100,851,1
1,8,100,332,1
2,8,100,354,1
1,8,100,361,1
1,8,100,557,1
2,1,100,670,1
1,9,100,58,1
2,9,100,778,1
2,7,100,188,1
2,8,100,821,1
2,9,100,437,1
1,3,100,184,1
1,8,100,792,1
2,6,100,827,1
2,7,100,130,1
2,4,100,298,1
2,9,100,566,1
2,7,100,137,1
1,7,100,15,1
2,8,100,381,1
1,6,100,520,1
2,9,100,811,1
1,7,100,48,1
1,6,100,736,1
2,8,100,34,1
2,8,100,646,1
1,9,100,222,1
1,7,100,290,1
2,6,100,665,1
2,9,100,326,1
2,6,100,0,1
2,1,100,783,1
1,1,100,49,1
1,2,100,236,1
2,7,100,165,1
2,8,100,710,1
2,1,100,853,1
1,9,100,837,1
1,3,100,111,1
2,9,100,289,1
1,8,100,510,1
2,8,100,153,1
2,9,100,503,1
2,6,100,578,1
1,8,100,230,1
1,8,100,323,1
2,5,100,588,1
2,9,100,15,1
1,6,100,672,1
1,8,100,450,1
2,7,100,556,1
1,9,100,98,1
1,9,100,578,1
2,5,100,617,1
1,6,100,147,1
2,4,100,12,1
2,4,100,305,1
1,4,100,760,1
2,8,100,433,1
1,2,100,808,1
1,6,100,110,1
2,4,100,794,1
2,7,100,797,1
1,6,100,73,1
1,9,100,74,1
2,2,100,40,1
2,7,100,222,1
2,7,100,838,1
1,5,100,810,1
2,5,100,262,1
1,7,100,341,1
1,7,100,394,1
1,7,100,138,1
1,5,100,235,1
2,7,100,272,1
1,3,100,460,1
1,8,100,565,1
1,4,100,616,1
1,9,100,443,1
1,5,100,798,1
1,5,100,400,1
1,4,100,506,1
1,6,100,316,1
1,8,100,10,1
1,7,100,710,1
2,5,100,568,1
1,9,100,485,1
1,5,100,229,1
1,7,100,266,1
2,9,100,240,1
1,8,100,84,1
2,7,100,609,1
1,9,100,414,1
1,6,100,488,1
1,4,100,722,1
1,4,100,299,1
2,8,100,213,1
1,3,100,394,1
1,8,100,442,1
1,5,100,350,1
2,6,100,738,1
2,9,100,114,1
2,7,100,494,1
2,4,100,256,1
1,8,100,252,1
1,8,100,766,1
2,8,100,743,1
2,8,100,99,1
2,7,100,138,1
1,5,100,538,1
2,8,100,203,1
1,4,100,630,1
2,7,100,438,1
1,7,100,689,1
2,5,100,481,1
1,7,100,755,1
1,8,100,124,1
2,7,100,187,1
2,8,100,658,1
2,9,100,451,1
1,9,100,405,1
1,7,100,215,1
1,7,100,498,1
2,1,100,421,1
1,8,100,497,1
2,8,100,451,1
1,4,100,644,1
2,5,100,739,1
2,1,100,52,1
1,8,100,457,1
1,6,100,605,1
2,8,100,41,1
2,9,100,455,1
1,7,100,132,1
2,7,100,599,1
1,8,100,69,1
2,4,100,327,1
2,6,100,817,1
1,7,100,550,1
1,6,100,842,1
2,5,100,73,1
1,9,100,227,1
1,1,100,313,1
2,7,100,350,1
2,5,100,13,1
1,4,100,758,1
1,7,100,678,1
1,9,100,447,1
2,0,100,720,1
2,7,100,79,1
1,7,100,51,1
2,7,100,36,1
2,5,100,375,1
2,2,100,726,1
2,6,100,165,1
1,9,100,187,1
1,9,100,510,1
1,1,100,246,1
2,9,100,50,1
2,7,100,620,1
1,6,100,285,1
1,9,100,613,1
1,9,100,217,1
2,9,100,576,1
2,9,100,665,1
1,7,100,525,1
2,8,100,485,1
2,9,100,20,1
2,7,100,732,1
2,6,100,9,1
2,5,100,231,1
1,4,100,130,1
2,7,100,510,1
1,8,100,92,1
1,6,100,440,1
2,1,100,133,1
1,6,100,621,1
1,8,100,376,1
1,9,100,706,1
2,9,100,395,1
2,6,100,149,1
2,3,100,700,1
1,6,100,570,1
1,7,100,85,1
2,8,100,838,1
2,9,100,312,1
1,5,100,130,1
1,6,100,160,1
2,9,100,572,1
2,1,100,61,1
1,5,100,116,1
2,5,100,650,1
2,7,100,537,1
1,4,100,418,1
1,5,100,216,1
1,4,100,830,1
1,6,100,119,1
1,4,100,431,1
1,9,100,224,1
1,5,100,92,1
1,9,100,161,1
1,8,100,603,1
2,7,100,626,1
1,6,100,819,1
2,9,100,221,1
1,3,100,305,1
1,8,100,117,1
2,5,100,740,1
2,4,100,732,1
2,0,100,32,1
2,7,100,294,1
2,5,100,423,1
2,5,100,710,1
2,4,100,342,1
1,9,100,391,1
2,4,100,652,1
1,8,100,389,1
1,4,100,197,1
1,5,100,257,1
1,5,100,711,1
1,1,100,466,1
2,8,100,815,1
1,7,100,580,1
1,5,100,131,1
1,8,100,343,1
2,7,100,151,1
1,9,100,38,1
1,7,100,444,1
2,3,100,801,1
2,9,100,22,1
2,4,100,618,1
2,9,100,16,1
1,9,100,140,1
1,8,100,372,1
2,9,100,762,1
1,0,100,9,1
2,6,100,530,1
2,8,100,373,1
1,7,100,406,1
1,5,100,343,1
2,5,100,90,1
2,6,100,654,1
2,3,100,534,1
2,1,100,149,1
2,9,100,400,1
2,5,100,473,1
1,4,100,1,1
2,7,100,4,1
1,7,100,850,1
2,9,100,230,1
2,8,100,196,1
1,9,100,606,1
2,3,100,135,1
2,9,100,404,1
2,3,100,470,1
2,9,100,330,1
1,4,100,207,1
1,3,100,226,1
2,1,100,104,1
1,1,100,846,1
1,7,100,233,1
2,3,100,539,1
2,3,100,789,1
1,4,100,137,1
2,7,100,659,1
2,4,100,702,1
1,4,100,26,1
1,6,100,443,1
2,7,100,81,1
2,2,100,51,1
1,2,100,42,1
2,6,100,391,1
2,7,100,105,1
2,9,100,838,1
2,6,100,343,1
1,9,100,503,1
1,6,100,146,1
1,8,100,647,1
1,5,100,455,1
2,8,100,14,1
1,9,100,266,1
2,3,100,622,1
1,5,100,394,1
1,4,100,533,1
2,1,100,858,1
1,9,100,442,1
2,9,100,721,1
2,9,100,398,1
2,2,100,458,1
1,9,100,61,1
2,3,100,563,1
2,5,100,449,1
2,6,100,565,1
1,7,100,35,1
2,9,100,844,1
1,7,100,209,1
2,7,100,493,1
1,2,100,678,1
1,1,100,716,1
2,8,100,36,1
2,5,100,626,1
2,9,100,422,1
2,8,100,134,1
1,1,100,348,1
1,8,100,294,1
2,8,100,845,1
2,8,100,424,1
2,5,100,460,1
2,6,100,736,1
2,5,100,94,1
2,7,100,192,1
2,3,100,422,1
2,4,100,315,1
2,9,100,452,1
1,8,100,802,1
1,6,100,341,1
1,5,100,473,1
1,5,100,697,1
2,3,100,472,1
1,4,100,589,1
2,6,100,126,1
1,2,100,265,1
2,4,100,280,1
2,6,100,567,1
1,5,100,722,1
1,4,100,439,1
1,6,100,184,1
1,8,100,406,1
2,6,100,691,1
1,8,100,575,1
2,1,100,737,1
1,2,100,273,1
2,5,100,234,1
1,6,100,396,1
1,5,100,589,1
2,4,100,132,1
2,7,100,38,1
1,4,100,831,1
1,6,100,87,1
1,5,100,519,1
1,7,100,152,1
1,4,100,609,1
1,7,100,691,1
2,3,100,850,1
2,9,100,373,1
2,7,100,782,1
2,9,100,541,1
2,9,100,745,1
2,5,100,212,1
1,8,100,490,1
1,7,100,756,1
2,5,100,408,1
1,6,100,859,1
1,4,100,361,1
2,6,100,837,1
2,8,100,469,1
2,7,100,209,1
2,5,100,656,1
1,3,100,168,1
2,2,100,90,1
1,5,100,740,1
1,6,100,807,1
1,2,100,665,1
1,9,100,292,1
1,9,100,237,1
2,9,100,709,1
2,2,100,268,1
2,8,100,259,1
1,9,100,439,1
2,5,100,122,1
1,6,100,261,1
2,7,100,321,1
1,9,100,375,1
1,3,100,320,1
2,2,100,274,1
2,6,100,453,1
2,4,100,685,1
2,7,100,140,1
2,9,100,469,1
2,8,100,460,1
2,5,100,281,1
1,7,100,847,1
2,9,100,666,1
2,3,100,462,1
1,6,100,223,1
1,8,100,605,1
2,0,100,712,1
1,9,100,221,1
1,2,100,831,1
1,8,100,279,1
2,5,100,174,1
2,3,100,479,1
2,2,100,424,1
1,8,100,417,1
1,6,100,698,1
2,4,100,703,1
2,1,100,195,1
2,2,100,156,1
1,6,100,361,1
2,4,100,801,1
2,8,100,20,1
1,7,100,690,1
2,4,100,674,1
2,7,100,98,1
2,9,100,162,1
1,3,100,286,1
2,2,100,234,1
1,4,100,716,1
2,8,100,769,1
2,4,100,106,1
1,6,100,174,1
1,6,100,602,1
1,8,100,354,1
1,9,100,708,1
2,8,100,761,1
1,6,100,814,1
2,8,100,160,1
2,7,100,426,1
2,8,100,765,1
1,4,100,141,1
1,5,100,826,1
2,7,100,23,1
2,0,100,343,1
2,8,100,315,1
1,3,100,81,1
1,8,100,777,1
1,0,100,58,1
2,4,100,601,1
2,6,100,766,1
2,5,100,652,1
1,7,100,699,1
2,7,100,226,1
1,9,100,828,1
2,9,100,57,1
2,8,100,308,1
2,9,100,761,1
2,1,100,260,1
2,6,100,396,1
2,7,100,5,1
1,6,100,491,1
2,2,100,488,1
1,9,100,813,1
1,5,100,446,1
1,7,100,178,1
1,8,100,172,1
1,6,100,275,1
2,4,100,5,1
1,7,100,277,1
2,5,100,754,1
1,9,100,184,1
1,5,100,37,1
1,4,100,471,1
1,9,100,441,1
1,6,100,666,1
2,8,100,467,1
1,6,100,180,1
1,7,100,53,1
1,7,100,62,1
2,5,100,519,1
1,4,100,593,1
1,7,100,248,1
2,3,100,560,1
2,7,100,856,1
1,8,100,35,1
1,9,100,674,1
2,7,100,655,1
2,5,100,503,1
2,7,100,236,1
1,8,100,825,1
1,6,100,568,1
1,3,100,655,1
2,2,100,630,1
1,6,100,514,1
1,7,100,272,1
2,5,100,255,1
2,3,100,863,1
1,4,100,277,1
2,5,100,397,1
2,9,100,546,1
1,3,100,109,1
1,5,100,659,1
2,6,100,402,1
2,0,100,99,1
2,7,100,662,1
1,4,100,113,1
2,5,100,520,1
1,5,100,536,1
2,8,100,59,1
2,4,100,449,1
2,1,100,558,1
2,9,100,325,1
2,6,100,546,1
1,8,100,82,1
1,6,100,337,1
2,7,100,1,1
1,6,100,103,1
2,5,100,259,1
2,9,100,832,1
2,5,100,804,1
