group,traj,frame,particle,label
1,7,200,439,1
1,8,900,579,1
1,0,800,848,0
1,3,800,692,0
1,7,400,275,1
1,7,900,130,1
1,5,300,831,1
1,4,900,435,0
1,3,600,609,0
1,1,500,846,0
1,7,600,351,1
1,6,100,537,1
1,6,400,407,1
1,8,400,819,1
1,5,600,479,1
1,8,900,711,1
1,7,300,212,1
1,2,200,763,0
1,7,900,791,1
1,4,800,422,0
1,1,900,792,0
1,4,400,748,0
1,9,500,481,1
1,4,200,137,0
1,1,600,19,0
1,9,700,596,1
1,1,400,739,0
1,3,200,432,0
1,0,700,28,0
1,1,700,801,0
1,7,700,284,1
1,0,400,638,0
1,6,200,624,1
1,2,700,550,0
1,8,400,663,1
1,1,300,237,0
1,8,700,768,1
1,9,900,721,1
1,4,400,635,0
1,3,500,849,0
1,8,500,597,1
1,5,600,118,1
1,3,900,507,0
1,6,500,32,1
1,4,200,202,0
1,3,800,528,1
1,8,600,224,1
1,5,700,495,1
1,3,900,179,0
1,0,400,828,0
1,1,700,59,0
1,3,800,350,0
1,0,500,502,0
1,2,700,415,0
1,2,200,564,0
1,3,100,347,1
1,5,700,290,1
1,5,100,97,1
1,1,100,88,0
1,1,500,514,0
1,0,200,629,0
1,1,400,784,0
1,3,500,556,0
1,3,100,84,0
1,1,300,545,0
1,0,100,327,0
1,3,500,805,0
1,7,400,594,1
1,3,700,698,0
1,8,800,805,1
1,7,800,802,1
1,3,600,628,0
1,1,700,851,0
1,5,900,327,1
1,9,900,5,1
1,9,900,226,1
1,1,600,356,0
1,7,500,145,1
1,8,800,32,1
1,8,900,118,1
1,1,800,511,0
1,4,800,400,0
1,3,600,771,0
1,6,500,264,1
1,0,300,713,0
1,4,800,169,0
1,9,100,58,1
1,8,200,633,1
1,3,800,862,0
1,7,400,335,1
1,5,800,285,0
1,1,500,135,0
1,6,700,601,1
1,1,700,480,0
1,2,700,619,0
1,6,100,306,1
1,3,300,429,0
1,4,100,507,0
1,8,100,733,1
1,2,600,311,0
1,5,100,476,1
1,4,600,247,0
1,1,900,801,0
1,9,200,522,1
1,2,900,860,0
1,0,200,837,0
1,8,600,371,1
1,9,900,211,1
1,2,800,111,0
1,8,900,740,1
1,3,600,590,1
1,7,100,650,1
1,7,300,605,1
1,1,800,568,0
1,3,500,634,0
1,4,900,607,0
1,4,600,453,0
1,4,500,87,0
1,7,400,170,1
1,1,600,529,0
1,5,800,786,0
1,6,500,228,1
1,0,900,587,0
1,0,100,140,0
1,2,700,170,0
1,7,300,64,1
1,3,600,141,0
1,1,400,113,0
1,5,200,464,1
1,2,500,654,0
1,5,700,597,1
1,4,800,846,0
1,7,200,382,0
1,4,900,85,0
1,3,500,513,0
1,6,400,841,1
1,9,100,392,1
1,4,700,135,0
1,2,400,413,0
1,4,200,28,1
1,1,500,348,0
1,0,400,651,0
1,4,200,399,0
1,6,800,812,1
1,9,500,645,1
1,1,600,789,0
1,3,300,280,0
1,5,900,489,1
1,0,300,798,0
1,8,600,126,1
1,3,800,93,0
1,1,700,808,0
1,1,200,829,0
1,8,600,67,1
1,1,500,834,0
1,6,600,395,1
1,4,400,554,1
1,0,500,536,0
1,9,200,578,1
1,0,700,251,0
1,0,100,703,0
1,3,900,216,0
1,6,100,476,1
1,6,500,111,1
1,7,100,566,1
1,2,200,450,0
1,0,700,734,0
1,0,700,773,1
1,2,300,276,1
1,0,400,292,0
1,3,700,705,0
1,1,200,122,0
1,2,700,563,0
1,3,500,829,0
1,8,400,746,1
1,1,800,723,0
1,3,200,802,1
1,4,500,646,1
1,5,600,183,0
1,4,300,252,1
1,9,200,683,1
1,3,200,804,0
1,1,700,510,0
1,5,400,480,1
1,3,300,461,0
1,2,300,565,0
1,9,500,358,1
1,3,100,721,1
1,6,500,170,1
1,2,300,33,0
1,6,400,631,1
1,2,900,225,0
1,5,700,682,0
1,1,600,29,0
1,5,700,665,0
1,1,500,49,0
1,0,200,393,0
1,8,800,304,1
1,9,500,622,1
1,2,600,847,0
1,8,900,808,1
1,1,800,320,0
1,2,100,649,0
1,6,900,185,1
1,2,500,380,0
1,2,400,412,0
1,7,400,455,1
1,4,500,528,0
1,7,600,187,1
1,2,500,329,0
1,2,200,24,0
1,6,400,110,1
1,0,500,768,0
1,1,100,323,0
1,9,200,831,1
1,7,500,834,0
1,0,900,478,0
1,2,600,238,0
1,5,500,80,1
1,0,100,671,1
1,0,100,339,0
1,0,500,673,0
1,3,300,371,0
1,9,500,224,1
1,5,100,837,1
1,3,100,251,1
1,4,700,262,0
1,2,800,721,0
1,8,400,450,1
1,9,200,810,1
1,8,500,381,1
1,3,400,659,0
1,2,900,184,0
1,0,200,414,1
1,5,700,294,1
1,5,800,652,1
1,7,600,221,1
1,1,600,35,0
1,4,500,118,0
1,9,400,78,1
1,1,100,455,0
1,5,300,746,1
1,1,400,47,1
1,7,500,196,1
1,5,500,367,1
1,9,400,125,1
1,6,100,393,1
1,3,900,243,0
1,9,100,26,1
1,5,300,556,1
1,7,100,72,1
1,2,600,600,0
1,8,200,578,1
1,3,600,307,0
1,5,300,283,0
1,8,300,96,1
1,4,200,451,0
1,1,500,421,0
1,0,300,774,0
1,6,100,287,1
1,4,800,403,0
1,9,200,590,1
1,8,700,612,1
1,8,100,251,1
1,6,300,382,1
1,5,400,808,1
1,6,800,611,1
1,8,900,597,1
1,2,800,460,0
1,5,300,716,1
1,3,700,99,0
1,6,400,336,1
1,2,900,501,0
1,6,900,91,1
1,0,100,783,0
1,9,600,617,1
1,2,900,317,0
1,4,200,400,1
1,8,700,811,1
1,8,200,315,1
1,3,400,209,0
1,0,600,799,0
1,6,300,309,1
1,1,900,556,0
1,0,500,141,0
1,2,900,148,0
1,9,900,684,1
1,2,600,720,0
1,2,500,228,0
1,3,400,745,0
1,3,400,179,0
1,5,200,548,0
1,3,600,210,0
1,7,800,805,1
1,0,200,813,0
1,2,100,833,0
1,4,700,790,0
1,5,300,307,1
1,5,600,188,1
1,2,800,180,0
1,7,700,389,1
1,6,300,85,1
1,2,300,233,0
1,7,900,722,1
1,7,900,814,1
1,9,500,362,1
1,8,500,686,1
1,7,500,541,1
1,8,900,745,1
1,3,600,828,0
1,0,400,605,0
1,3,900,529,1
1,4,400,288,1
1,9,100,550,1
1,4,500,220,0
1,4,200,223,1
1,0,300,1,0
1,5,900,601,1
1,3,200,588,0
1,1,900,737,0
1,0,700,759,0
1,2,700,33,0
1,6,100,836,1
1,5,700,661,0
1,7,500,387,1
1,4,800,368,0
1,8,500,596,1
1,1,500,459,0
1,6,500,393,1
1,6,800,447,1
1,2,300,653,0
1,2,500,398,0
1,2,700,412,0
1,1,900,840,0
1,2,600,814,0
1,3,800,670,0
1,7,300,849,1
1,1,600,633,0
1,1,200,542,0
1,1,100,75,0
1,5,200,29,1
1,3,800,684,0
1,5,200,637,1
1,1,400,706,0
1,3,200,713,0
1,1,600,221,0
1,1,200,498,0
1,5,800,422,0
1,0,400,285,0
1,1,400,350,0
1,7,700,120,1
1,3,500,626,0
1,6,100,16,1
1,3,600,692,0
1,5,900,282,1
1,5,400,400,0
1,5,900,720,1
1,3,600,197,0
1,0,300,530,0
1,2,200,576,0
1,1,500,187,0
1,0,300,204,0
1,1,100,245,0
1,0,500,705,0
1,4,500,331,0
1,1,200,472,0
1,2,100,601,0
1,5,100,783,1
1,5,300,319,1
1,7,100,123,1
1,5,300,9,1
1,5,200,862,1
1,9,700,671,1
1,2,200,421,0
1,2,400,400,0
1,9,100,531,1
1,1,600,704,0
1,2,200,504,1
1,6,900,169,1
1,0,600,100,0
1,2,100,863,0
1,5,900,849,0
1,8,400,832,1
1,3,900,370,0
1,2,700,40,0
1,3,900,492,0
1,1,200,189,0
1,6,900,623,1
1,5,300,282,1
1,2,300,176,0
1,9,200,351,1
1,3,700,185,0
1,8,300,235,1
1,9,600,537,1
1,7,500,243,1
1,8,300,126,1
1,0,900,809,0
1,1,400,365,0
1,4,800,40,0
1,2,800,409,0
1,5,200,153,1
1,4,700,710,1
1,2,700,812,0
1,8,700,26,1
1,1,300,304,1
1,8,600,567,1
1,0,600,696,0
1,0,800,374,0
1,2,600,1,1
1,1,700,731,0
1,6,900,546,1
1,4,400,297,0
1,0,800,630,0
1,0,200,216,0
1,2,200,821,0
1,3,100,661,0
1,1,700,843,0
1,8,700,492,1
1,3,500,540,0
1,9,100,377,1
1,8,600,803,1
1,5,200,733,0
1,3,100,827,0
1,2,300,184,0
1,1,100,118,0
1,4,500,543,1
1,0,500,22,0
1,5,400,346,1
1,1,300,200,0
1,9,200,582,1
1,6,100,338,1
1,8,300,530,1
1,8,400,472,1
1,5,900,373,1
1,7,200,682,1
1,1,400,496,0
1,5,100,207,1
1,6,800,143,1
1,0,400,823,0
1,5,500,29,1
1,4,800,655,0
1,9,300,97,1
1,1,400,746,0
1,0,900,71,0
1,2,700,508,0
1,5,600,584,1
1,0,200,569,0
1,8,600,288,1
1,3,400,316,0
1,8,600,855,1
1,2,200,555,1
1,6,700,749,1
1,5,200,567,1
1,1,200,594,0
1,5,100,203,1
1,9,800,6,1
1,7,700,21,1
1,4,900,141,1
1,5,100,506,1
1,0,400,718,0
1,0,900,347,0
1,1,900,807,0
1,6,900,534,1
1,6,500,674,1
1,7,700,427,1
1,7,600,627,1
1,5,800,669,0
1,5,900,20,0
1,6,100,863,1
1,1,500,360,0
1,8,900,128,1
1,5,300,694,1
1,0,700,0,0
1,6,800,599,1
1,3,300,713,0
1,8,100,224,1
1,5,900,339,0
1,6,700,669,1
1,4,700,857,0
1,8,200,293,1
1,6,500,697,1
1,6,800,201,1
1,2,200,492,1
1,1,800,462,0
1,7,100,744,1
1,0,900,757,0
1,6,500,204,1
1,8,100,98,1
1,1,800,820,0
1,1,500,190,0
1,9,900,245,1
1,7,400,816,1
1,2,500,645,0
1,9,400,100,1
1,1,900,602,0
1,1,600,235,0
1,5,600,374,1
1,2,100,586,0
1,5,600,45,1
1,3,200,777,0
1,1,200,515,0
1,4,700,193,0
1,2,100,484,1
1,7,500,696,1
1,2,800,453,0
1,4,700,656,1
1,4,800,591,0
1,1,700,104,0
1,4,900,518,0
1,3,800,53,0
1,3,400,778,0
1,4,500,116,0
1,4,900,460,0
1,1,400,297,0
1,2,600,310,0
1,7,300,79,1
1,8,200,787,1
1,0,700,291,0
1,5,600,245,1
1,0,600,396,0
1,1,900,662,0
1,5,400,453,1
1,6,500,660,1
1,1,300,794,0
1,1,300,774,0
1,0,100,413,0
1,0,800,583,0
1,2,900,218,0
1,0,800,591,0
1,1,600,315,0
1,3,100,534,0
1,0,700,483,0
1,4,400,340,1
1,7,400,386,1
1,4,300,859,1
1,8,300,87,1
1,4,900,766,0
1,3,600,27,0
1,5,200,762,1
1,9,400,526,1
1,1,300,811,0
1,8,800,500,1
1,7,100,366,1
1,9,600,465,1
1,1,700,125,0
1,7,200,417,1
1,2,800,30,0
1,9,500,798,1
1,1,700,124,0
1,9,400,223,1
1,5,900,78,1
1,6,600,242,1
1,8,400,97,1
1,4,600,29,1
1,9,200,414,1
1,9,500,720,1
1,1,300,265,0
1,3,800,595,0
1,2,600,307,0
1,1,300,219,0
1,1,800,230,0
1,0,700,586,0
1,7,600,472,0
1,7,300,136,1
1,1,900,291,0
1,8,600,511,1
1,2,100,572,0
1,6,200,96,1
1,0,500,635,0
1,0,600,581,0
1,6,300,292,1
1,2,200,229,1
1,1,700,362,0
1,4,600,809,0
1,6,700,755,1
1,8,800,336,1
1,9,700,765,1
1,0,900,698,0
1,4,700,215,0
1,8,900,629,1
1,7,300,789,1
1,2,900,743,0
1,5,300,539,1
1,9,200,331,1
1,8,100,790,1
1,5,900,801,1
1,7,600,84,1
1,7,400,431,1
1,2,100,249,0
1,0,900,763,0
1,9,900,409,1
1,9,600,825,1
1,2,200,27,1
1,6,600,312,1
1,0,600,225,0
1,6,600,188,1
1,3,900,399,0
1,4,900,384,0
1,7,200,239,1
1,3,500,164,0
1,5,700,583,1
1,9,200,558,1
1,0,500,819,0
1,3,900,565,0
1,7,500,99,1
1,9,700,340,1
1,1,600,48,0
1,0,700,649,0
1,3,600,208,0
1,7,900,106,1
1,9,600,308,1
1,1,100,711,0
1,8,700,698,1
1,4,300,489,1
1,3,700,824,0
1,4,700,158,0
1,4,800,791,0
1,8,600,632,1
1,9,100,595,1
1,1,200,436,0
1,6,500,568,1
1,2,500,7,1
1,3,400,381,0
1,6,900,430,1
1,5,600,91,1
1,2,800,607,0
1,6,300,223,1
1,4,900,673,0
1,4,100,430,0
1,4,400,291,0
1,1,900,707,0
1,1,500,643,0
1,9,900,299,1
1,5,300,699,1
1,3,900,686,1
1,1,800,187,0
1,2,900,498,0
1,2,300,796,0
1,2,700,247,0
1,8,900,120,1
1,5,900,226,1
1,7,900,483,1
1,9,400,506,1
1,5,400,639,1
1,4,400,834,0
1,7,900,60,1
1,8,900,733,1
1,3,400,833,0
1,0,900,775,0
1,1,400,65,0
1,6,600,724,1
1,9,800,578,1
1,2,100,130,0
1,2,200,616,0
1,4,700,664,0
1,2,900,508,0
1,2,300,494,1
1,1,100,789,1
1,0,700,102,0
1,4,900,809,0
1,0,800,8,0
1,6,200,21,1
1,1,200,680,0
1,1,700,456,0
1,8,800,155,1
1,4,600,160,1
1,6,200,359,1
1,8,500,678,1
1,3,200,836,0
1,7,500,496,1
1,5,400,753,1
1,3,100,256,1
1,7,400,338,1
1,7,200,722,1
1,3,300,80,0
1,7,100,256,1
1,1,600,41,0
1,0,600,858,0
1,2,300,182,0
1,8,700,816,1
1,5,300,439,1
1,2,800,54,0
1,0,800,71,1
1,4,400,483,0
1,1,400,162,0
1,0,600,324,0
1,9,800,818,1
1,1,200,229,0
1,4,900,576,0
1,3,100,287,0
1,7,900,7,1
1,8,800,207,1
1,9,800,440,1
1,3,400,249,0
1,0,700,111,1
1,2,200,790,0
1,5,600,398,1
1,7,400,203,1
1,7,900,267,1
1,8,900,272,1
1,3,900,220,0
1,5,500,517,1
1,3,600,508,0
1,5,100,367,1
1,2,800,342,0
1,2,800,651,0
1,0,500,568,1
1,7,800,708,1
1,8,400,90,1
1,4,900,504,0
1,5,600,312,0
1,5,200,653,1
1,9,700,502,1
1,5,700,484,0
1,0,300,172,1
1,4,800,660,0
1,3,400,200,0
1,7,100,694,1
1,4,200,293,1
1,5,300,286,1
1,7,400,272,1
1,0,800,72,0
1,8,100,120,1
1,1,800,522,0
1,6,400,610,1
1,8,100,262,1
1,4,900,862,0
1,1,200,716,0
1,6,100,564,1
1,9,100,562,1
1,7,700,751,1
1,5,300,426,1
1,5,200,394,1
1,1,800,297,0
1,1,200,423,0
1,0,700,551,0
1,9,600,832,1
1,5,800,673,1
1,2,100,582,0
1,3,100,425,1
1,1,800,126,1
1,6,700,662,1
1,2,800,255,0
1,5,900,52,1
1,3,800,159,0
1,2,300,732,0
1,1,400,628,0
1,9,800,704,1
1,3,800,758,0
1,9,100,194,1
1,0,300,338,0
1,3,200,341,0
1,6,300,773,1
1,5,100,190,1
1,8,600,698,1
1,9,800,95,1
1,5,400,174,1
1,4,200,401,1
1,7,900,48,1
1,1,100,123,0
1,1,900,32,0
1,4,800,463,0
1,0,800,48,0
1,3,200,707,0
1,0,900,572,0
1,4,800,526,0
1,2,800,359,0
1,1,400,547,0
1,0,800,741,0
1,6,800,225,0
1,6,600,668,1
1,1,200,342,0
1,2,800,132,0
1,5,100,137,1
1,2,500,138,0
1,1,600,62,0
1,3,900,331,1
1,3,700,315,0
1,2,400,364,0
1,5,600,18,1
1,5,300,736,1
1,6,200,482,1
1,8,200,341,1
1,2,600,303,0
1,3,400,35,0
1,4,100,538,0
1,6,700,65,1
1,2,100,741,0
1,3,900,640,0
1,1,200,295,0
1,4,600,31,1
1,8,700,619,1
1,4,200,735,1
1,0,800,775,0
1,7,200,459,1
1,8,400,770,1
1,2,600,614,0
1,9,100,173,1
1,5,900,259,0
1,9,300,475,1
1,1,300,462,0
1,7,800,775,1
1,8,500,248,1
1,0,500,440,0
1,9,200,23,1
1,9,100,737,1
1,5,300,713,1
1,6,400,32,1
1,4,900,347,1
1,9,700,476,1
1,9,700,333,1
1,5,200,740,0
1,2,200,540,0
1,6,800,367,1
1,4,900,596,0
1,3,400,682,0
1,6,900,674,1
1,0,300,410,0
1,9,900,805,1
1,4,500,444,1
1,9,400,580,1
1,5,100,740,1
1,6,200,330,1
1,7,100,73,1
1,3,300,652,0
1,6,800,562,1
1,0,100,816,0
1,0,200,207,0
1,2,400,302,0
1,3,600,274,0
1,5,900,193,0
1,6,200,119,1
1,9,500,437,1
1,3,600,667,0
1,2,500,265,0
1,6,600,327,1
1,1,100,772,0
1,2,900,765,0
1,3,800,169,0
1,1,100,519,0
1,8,500,264,1
1,7,400,399,1
1,0,700,491,0
1,9,500,99,1
1,0,700,681,0
1,7,400,330,1
1,1,100,480,0
1,0,900,292,0
1,0,500,658,0
1,3,700,837,0
1,4,700,125,0
1,8,100,466,1
1,7,300,463,1
1,3,700,302,0
1,5,600,697,1
1,2,800,694,0
1,0,100,495,0
1,4,800,451,0
1,8,600,604,1
1,1,800,51,0
1,2,800,417,0
1,7,900,431,1
1,4,600,535,1
1,5,900,755,0
1,7,500,119,1
1,0,900,321,0
1,7,400,134,1
1,6,600,184,1
1,4,600,782,0
1,8,600,748,1
1,1,500,801,0
1,7,800,393,1
1,0,200,305,0
1,1,300,606,0
1,0,400,11,0
1,1,900,274,0
1,3,600,782,0
1,5,500,816,1
1,1,300,277,0
1,5,100,105,1
1,1,600,546,0
1,5,700,226,1
1,0,100,152,0
1,0,100,251,0
1,3,800,480,0
1,7,400,673,1
1,4,900,451,0
1,3,100,316,1
1,3,500,680,0
1,5,900,2,1
1,2,800,448,0
1,7,700,237,1
1,3,800,127,0
1,2,400,4,0
1,0,400,18,0
1,8,800,381,1
1,2,700,433,0
1,1,900,257,0
1,0,200,260,0
1,1,200,481,0
1,5,700,715,1
1,8,800,516,1
1,2,300,583,0
1,2,900,647,0
1,8,300,579,1
1,7,800,55,1
1,1,100,410,0
1,3,400,447,0
1,6,700,778,1
1,6,300,321,1
1,5,800,458,0
1,3,200,262,1
1,2,500,465,0
1,9,600,845,1
1,0,300,434,0
1,1,500,279,0
1,4,400,278,1
1,0,400,269,0
1,4,700,327,0
1,1,900,744,0
1,7,400,797,1
1,8,700,591,1
1,3,900,199,0
1,8,100,789,1
1,3,800,590,0
1,2,800,398,0
1,0,400,216,1
1,1,900,283,0
1,3,500,159,0
1,9,500,390,1
1,9,700,480,1
1,9,100,369,1
1,3,600,291,0
1,2,100,220,0
1,9,100,281,1
1,5,400,761,0
1,0,900,643,0
1,4,800,6,0
1,8,100,28,1
1,5,600,86,1
1,4,600,775,0
1,2,300,7,1
1,8,200,58,1
1,9,500,347,1
1,4,900,180,0
1,7,700,676,1
1,5,800,846,0
1,9,400,695,1
1,1,100,602,0
1,4,700,640,0
1,5,900,519,1
1,4,400,599,1
1,6,800,502,1
1,0,300,826,0
1,5,600,497,0
1,5,200,150,1
1,6,600,382,1
1,5,100,274,0
1,6,300,760,1
1,3,200,53,1
1,4,800,697,0
1,4,100,568,1
1,1,500,412,0
1,0,500,24,0
1,7,800,317,1
1,9,600,633,1
1,1,600,119,0
1,8,100,189,1
1,7,300,158,1
1,1,400,187,0
1,6,900,23,1
1,1,200,315,0
1,5,300,294,1
1,1,100,638,0
1,8,700,724,1
1,1,700,618,0
1,5,500,822,0
1,0,600,859,0
1,4,300,739,1
1,0,700,429,0
1,0,200,282,0
1,0,200,164,0
1,5,400,667,1
1,7,700,361,1
1,2,900,564,0
1,3,200,11,1
1,0,800,835,0
1,9,500,472,1
1,8,100,225,1
1,4,500,437,0
1,9,100,516,1
1,7,200,559,1
1,1,100,1,1
1,2,100,752,0
1,1,800,252,0
1,2,500,856,0
1,6,300,585,1
1,6,300,384,1
1,6,400,394,1
1,5,200,272,1
1,1,900,386,0
1,7,400,459,1
1,1,800,857,0
1,0,100,462,0
1,0,200,18,0
1,6,700,586,1
1,6,300,155,1
1,1,900,722,0
1,7,800,294,1
1,7,400,538,1
1,8,500,550,1
1,4,200,327,0
1,8,500,658,1
1,3,700,667,0
1,9,900,586,1
1,6,800,124,1
1,3,900,784,0
1,4,800,330,0
1,8,500,642,1
1,9,900,257,1
1,0,800,826,0
1,6,300,533,1
1,4,100,719,0
1,2,200,577,0
1,2,700,411,0
1,4,600,393,1
1,0,400,13,0
1,3,200,750,0
1,6,800,706,1
1,3,800,120,0
1,8,400,494,1
1,7,100,205,1
1,8,900,448,1
1,2,200,100,0
1,0,100,700,0
1,0,700,513,0
1,3,900,809,0
1,4,700,306,0
1,0,100,92,0
1,8,700,710,1
1,2,100,168,0
1,1,500,481,0
1,9,200,76,1
1,7,500,52,1
1,1,300,340,0
1,3,900,129,0
1,8,600,478,1
1,9,500,809,1
1,1,100,361,1
1,7,900,615,1
1,8,800,601,1
1,0,700,115,0
1,0,100,44,0
1,5,900,837,0
1,9,500,399,1
1,3,100,176,1
1,7,600,317,1
1,5,400,106,1
1,5,300,614,1
1,3,900,133,0
1,4,800,632,0
1,8,600,345,1
1,5,600,843,1
1,2,100,745,0
1,9,200,599,1
1,0,800,339,0
1,1,800,855,1
1,2,700,330,0
1,9,200,423,1
1,8,500,774,1
1,8,600,279,1
1,6,100,795,1
1,6,500,827,1
1,3,400,252,0
1,1,700,177,1
1,4,700,319,0
1,7,900,623,1
1,1,300,511,0
1,1,400,76,0
1,3,700,582,0
1,1,600,577,0
1,7,900,420,1
1,8,800,386,1
1,4,700,254,0
1,3,100,601,0
1,5,100,176,1
1,1,900,438,0
1,6,100,862,1
1,4,600,119,0
1,9,100,10,1
1,6,300,114,1
1,1,300,542,0
1,2,200,234,0
1,3,600,863,0
1,3,900,75,0
1,1,200,712,0
1,3,300,819,0
1,4,900,87,0
1,7,300,270,1
1,0,100,738,0
1,3,300,785,0
1,6,900,105,1
1,2,100,341,0
1,5,500,319,1
1,6,400,570,1
1,4,900,172,0
1,8,200,713,1
1,4,300,625,1
1,5,100,529,1
1,9,100,554,1
1,3,500,802,0
1,5,700,59,1
1,2,700,441,0
1,7,800,627,1
1,7,800,428,1
1,2,700,177,0
1,8,400,694,1
1,1,600,360,0
1,3,600,155,0
1,9,100,12,1
1,9,400,632,1
1,3,400,439,0
1,9,600,626,1
1,8,500,863,1
1,3,700,512,0
1,0,700,31,0
1,0,700,647,0
1,3,900,631,0
1,4,900,755,0
1,1,400,288,0
1,9,700,327,1
1,2,200,594,0
1,3,300,426,0
1,3,200,636,0
1,8,900,552,1
1,1,900,822,0
1,4,500,278,0
1,2,800,343,0
1,4,700,431,0
1,2,400,137,0
1,1,100,409,0
1,0,600,579,0
1,7,400,859,1
1,7,700,790,1
1,5,500,267,1
1,4,200,289,1
1,6,200,690,1
1,4,600,595,0
1,4,900,242,0
1,3,100,796,0
1,5,400,549,1
1,6,700,689,1
1,6,700,655,1
1,1,800,602,0
1,4,900,547,0
1,4,600,454,1
1,5,500,129,1
1,3,300,246,0
1,4,300,409,1
1,5,900,640,1
1,4,200,64,1
1,5,300,289,1
1,6,300,774,0
1,3,900,387,0
1,2,800,193,0
1,3,700,700,0
1,8,800,66,1
1,5,600,839,0
1,6,400,677,1
1,6,100,206,1
1,9,900,424,1
1,1,700,15,0
1,4,400,12,0
1,9,900,596,1
1,7,800,281,1
1,1,500,525,0
1,4,600,107,0
1,3,900,339,0
1,8,600,637,1
1,5,900,277,0
1,4,400,336,1
1,1,800,474,0
1,6,300,225,1
1,5,300,406,1
1,2,700,667,0
1,2,700,462,0
1,2,400,119,0
1,6,900,62,1
1,1,900,702,0
1,1,800,764,0
1,7,800,593,1
1,0,400,585,0
1,4,100,712,1
1,0,600,808,0
1,3,800,149,0
1,2,800,684,0
1,8,500,246,1
1,6,300,390,1
1,3,800,62,0
1,9,500,601,1
1,1,100,453,0
1,7,500,24,1
1,3,500,212,0
1,6,400,376,1
1,4,700,859,0
1,1,200,563,0
1,2,300,454,0
1,0,600,757,0
1,2,400,462,0
1,0,600,280,0
1,4,500,834,1
1,5,500,351,0
1,9,600,773,1
1,1,400,179,0
1,8,200,174,1
1,5,500,196,1
1,7,300,105,1
1,5,200,16,0
1,4,700,55,1
1,3,100,613,0
1,3,200,673,0
1,5,400,124,0
1,6,300,86,1
1,0,700,820,0
1,9,400,107,1
1,7,200,235,1
1,0,500,560,0
1,5,800,488,1
1,1,200,170,0
1,6,300,31,1
1,8,200,488,1
1,8,500,128,1
1,5,100,669,1
1,7,600,727,1
1,6,100,190,1
1,9,400,268,1
1,5,500,125,1
1,4,600,461,1
1,8,300,810,1
1,2,400,188,0
1,3,600,310,0
1,4,800,453,0
1,2,500,24,0
1,2,100,811,0
1,3,400,506,0
1,6,300,83,0
1,9,700,105,1
1,0,300,627,0
1,4,600,103,0
1,1,700,293,0
1,1,500,505,0
1,2,600,642,0
1,3,600,222,0
1,4,800,177,0
1,3,200,496,0
1,2,100,162,0
1,0,400,536,0
1,0,100,532,0
1,7,500,463,1
1,4,800,256,0
1,1,100,138,0
1,0,700,845,0
1,3,600,365,0
1,4,300,857,1
1,2,400,505,0
1,3,500,790,0
1,5,800,299,0
1,7,400,685,1
1,4,400,304,1
1,3,300,138,0
1,3,400,511,0
1,1,500,283,0
1,5,600,578,1
1,8,100,54,1
1,6,800,151,1
1,3,300,397,0
1,7,500,226,1
1,0,900,128,0
1,0,600,55,0
1,1,100,481,0
1,3,900,511,0
1,1,700,247,0
1,0,500,206,0
1,0,700,752,1
1,6,800,218,0
1,4,600,114,0
1,8,600,194,1
1,6,200,476,1
1,4,500,55,1
1,2,300,343,0
1,2,300,579,0
1,1,800,510,0
1,3,600,436,0
1,1,600,492,0
1,4,600,460,0
1,2,100,64,0
1,0,900,395,0
1,1,800,141,0
1,6,800,235,1
1,4,400,458,1
1,9,100,538,1
1,4,500,455,0
1,3,400,106,1
1,8,900,360,1
1,1,100,395,0
1,3,700,188,0
1,1,500,478,0
1,7,200,289,1
1,6,600,662,1
1,5,400,835,1
1,4,300,550,0
1,7,800,301,1
1,7,300,43,1
1,1,100,833,0
1,7,600,157,1
1,3,700,606,0
1,2,700,584,0
1,1,800,845,0
1,1,800,644,0
1,0,500,809,0
1,5,300,512,1
1,2,600,129,0
1,0,900,542,0
1,0,200,542,0
1,4,100,765,0
1,9,200,146,1
1,0,200,226,0
1,3,300,194,0
1,4,400,398,1
1,7,500,345,1
1,1,900,842,0
1,5,500,301,1
1,4,300,45,1
1,9,100,50,1
1,6,900,466,1
1,7,700,185,1
1,5,900,274,1
1,8,800,549,1
1,7,300,804,1
1,0,500,427,0
1,4,900,604,0
1,7,500,113,1
1,8,500,297,1
1,9,900,460,1
1,1,600,862,0
1,9,700,610,1
1,0,400,313,0
1,0,400,514,1
1,4,300,748,1
1,0,600,283,0
1,7,200,453,1
1,4,600,129,0
1,7,100,85,1
1,0,300,217,0
1,1,100,717,0
1,3,100,701,0
1,2,800,664,0
1,9,200,157,1
1,0,100,786,0
1,0,300,314,0
1,3,600,641,0
1,4,500,230,0
1,9,800,740,1
1,5,700,757,1
1,0,300,460,1
1,8,100,140,1
1,1,300,737,0
1,8,300,639,1
1,0,900,66,0
1,3,100,402,1
1,7,300,316,1
1,0,900,495,0
1,5,700,319,0
1,2,400,468,0
1,9,600,35,1
1,1,400,444,0
1,7,100,605,1
1,4,400,467,0
1,9,200,200,1
1,9,600,274,1
1,3,800,150,0
1,5,700,606,1
1,1,400,837,0
1,7,100,485,1
1,5,600,708,1
1,8,600,469,1
1,2,500,229,0
1,3,300,205,0
1,9,300,206,1
1,0,500,627,0
1,1,900,178,0
1,4,300,513,0
1,4,800,501,0
1,0,700,273,0
1,8,200,303,1
1,0,600,507,0
1,0,900,416,0
1,8,400,416,1
